bailable,energia,valencia,popularidad,tempo,genero
0.526,0.66,0.24,33,157.119,1
0.519,0.661,0.222,35,160.015,1
0.704,0.627,0.392,40,100.046,1
0.456,0.804,0.382,41,193.075,1
0.55,0.523,0.0891,33,145.054,1
0.496,0.728,0.19,30,150.105,1
0.516,0.68,0.0378,33,100.043,1
0.565,0.826,0.971,35,134.993,1
0.645,0.27,0.194,33,140.027,1
0.561,0.464,0.215,40,131.719,1
0.69,0.566,0.441,37,127.954,1
0.52,0.901,0.286,35,140.053,1
0.679,0.846,0.502,43,109.995,1
0.693,0.695,0.255,34,150.092,1
0.532,0.484,0.634,38,99.176,1
0.604,0.897,0.588,15,102.053,1
0.719,0.651,0.288,67,104.956,1
0.868,0.365,0.471,71,114.979,1
0.85,0.516,0.874,79,108.963,1
0.573,0.537,0.0637,48,170.123,1
0.799,0.526,0.746,78,129.875,1
0.635,0.537,0.383,84,125.028,1
0.706,0.552,0.361,41,165.03,1
0.683,0.48,0.242,35,140.112,1
0.647,0.579,0.558,23,160.059,1
0.797,0.533,0.329,84,131.036,1
0.317,0.212,0.128,44,118.934,1
0.583,0.57,0.175,45,83.997,1
0.67,0.731,0.211,61,115.051,1
0.892,0.362,0.717,29,135.95,1
0.704,0.324,0.364,34,129.98,1
0.432,0.732,0.448,37,106.499,1
0.653,0.505,0.114,39,92.999,1
0.638,0.539,0.247,77,83.381,1
0.691,0.619,0.68,46,85.467,1
0.699,0.687,0.499,79,88.932,1
0.971,0.58,0.865,57,118.981,1
0.795,0.422,0.701,49,159.869,1
0.729,0.603,0.207,82,134.972,1
0.821,0.434,0.241,75,120.012,1
0.673,0.688,0.428,61,123.133,1
0.694,0.419,0.154,53,86.013,1
0.639,0.573,0.295,46,159.955,1
0.801,0.463,0.224,11,100.023,1
0.503,0.37,0.102,66,78.963,1
0.699,0.575,0.234,41,148.767,1
0.883,0.478,0.768,51,121.035,1
0.633,0.49,0.242,60,158.919,1
0.736,0.823,0.543,54,121.007,1
0.751,0.776,0.603,64,129.987,1
0.784,0.52,0.436,49,157.921,1
0.624,0.706,0.762,38,160.004,1
0.659,0.614,0.26,75,119.405,1
0.57,0.689,0.3,56,82.522,1
0.704,0.572,0.17,66,90.013,1
0.639,0.559,0.103,53,77.616,1
0.743,0.732,0.339,75,123.994,1
0.699,0.582,0.429,54,159.985,1
0.58,0.685,0.189,14,177.973,1
0.719,0.387,0.17,66,135.064,1
0.534,0.583,0.145,80,105.997,1
0.745,0.646,0.46,76,79.993,1
0.706,0.677,0.832,55,157.855,1
0.753,0.679,0.19,77,105.977,1
0.649,0.538,0.355,72,160.075,1
0.646,0.709,0.281,68,80.504,1
0.669,0.574,0.273,83,120.013,1
0.713,0.632,0.373,71,170.009,1
0.526,0.62,0.187,72,112.027,1
0.762,0.709,0.537,67,174.041,1
0.74,0.592,0.373,67,140.12,1
0.649,0.453,0.431,81,99.183,1
0.819,0.698,0.742,44,147.974,1
0.743,0.655,0.542,24,77.509,1
0.478,0.655,0.0962,51,129.985,1
0.651,0.72,0.451,43,158.051,1
0.9,0.491,0.578,51,129.979,1
0.756,0.53,0.362,39,129.927,1
0.897,0.445,0.255,37,118.049,1
0.879,0.42,0.362,53,99.01,1
0.697,0.683,0.527,42,159.943,1
0.693,0.583,0.491,30,129.904,1
0.643,0.529,0.208,56,114.997,1
0.761,0.748,0.695,55,150.122,1
0.864,0.673,0.378,43,116.65,1
0.741,0.58,0.587,31,120.052,1
0.823,0.553,0.77,36,109.989,1
0.792,0.506,0.155,25,120.155,1
0.532,0.62,0.256,20,134.427,1
0.798,0.579,0.733,36,124.619,1
0.878,0.488,0.274,35,130.011,1
0.756,0.928,0.858,42,128.075,1
0.639,0.384,0.755,39,135.903,1
0.739,0.536,0.0382,35,114.985,1
0.793,0.423,0.101,34,86.971,1
0.645,0.594,0.32,41,103.029,1
0.76,0.403,0.388,17,92.978,1
0.756,0.71,0.46,44,117.064,1
0.816,0.646,0.574,34,113.989,1
0.61,0.489,0.584,45,76.365,1
0.75,0.696,0.65,39,149.943,1
0.865,0.497,0.656,38,105.005,1
0.742,0.513,0.106,45,115.994,1
0.723,0.667,0.494,49,149.977,1
0.756,0.831,0.399,37,105.031,1
0.767,0.559,0.539,40,74.501,1
0.786,0.575,0.53,32,134.023,1
0.77,0.506,0.645,37,121.906,1
0.813,0.371,0.274,27,129.966,1
0.587,0.626,0.402,36,154.929,1
0.835,0.446,0.261,45,128.1,1
0.874,0.303,0.386,26,130.944,1
0.83,0.719,0.606,28,139.963,1
0.62,0.893,0.16,60,101.089,1
0.603,0.827,0.311,60,144.992,1
0.366,0.751,0.109,43,152.189,1
0.554,0.938,0.439,41,136.051,1
0.7,0.821,0.608,47,94.952,1
0.731,0.725,0.351,64,149.963,1
0.502,0.777,0.356,65,174.153,1
0.719,0.918,0.535,31,147.932,1
0.578,0.59,0.253,53,128.092,1
0.929,0.716,0.912,45,134.952,1
0.719,0.668,0.166,44,99.995,1
0.487,0.867,0.403,45,160.048,1
0.434,0.725,0.253,31,174.091,1
0.457,0.899,0.298,72,147.268,1
0.57,0.797,0.212,64,149.926,1
0.85,0.581,0.528,34,130.0,1
0.62,0.6,0.119,62,135.985,1
0.829,0.695,0.369,69,102.018,1
0.617,0.672,0.146,39,149.181,1
0.879,0.58,0.312,71,92.004,1
0.753,0.635,0.542,49,161.977,1
0.666,0.649,0.158,53,144.892,1
0.653,0.928,0.239,55,150.025,1
0.726,0.583,0.491,57,140.943,1
0.532,0.949,0.604,54,149.996,1
0.502,0.699,0.419,53,179.871,1
0.369,0.776,0.208,38,176.412,1
0.62,0.672,0.504,36,142.859,1
0.494,0.559,0.264,65,119.247,1
0.608,0.736,0.489,11,97.038,1
0.728,0.787,0.418,30,140.064,1
0.922,0.448,0.233,63,130.017,1
0.593,0.392,0.25,72,75.065,1
0.61,0.69,0.318,59,179.944,1
0.658,0.649,0.758,44,183.982,1
0.401,0.956,0.236,38,140.058,1
0.551,0.848,0.133,31,139.944,1
0.452,0.794,0.282,62,137.825,1
0.686,0.969,0.789,41,155.003,1
0.868,0.613,0.516,43,99.964,1
0.611,0.543,0.561,49,174.862,1
0.779,0.566,0.38,34,137.966,1
0.589,0.826,0.215,64,117.099,1
0.548,0.939,0.516,36,145.082,1
0.74,0.831,0.357,60,91.026,1
0.731,0.96,0.61,41,140.014,1
0.631,0.661,0.698,62,174.031,1
0.901,0.51,0.45,33,131.021,1
0.592,0.988,0.268,53,149.985,1
0.786,0.984,0.578,35,135.039,1
0.623,0.947,0.457,48,164.029,1
0.6,0.76,0.421,54,129.896,1
0.844,0.668,0.486,31,140.034,1
0.69,0.74,0.363,44,144.935,1
0.574,0.576,0.287,60,145.094,1
0.663,0.583,0.325,42,151.971,1
0.779,0.75,0.432,65,159.925,1
0.904,0.56,0.266,32,133.026,1
0.784,0.598,0.552,25,175.98,1
0.84,0.577,0.768,45,122.942,1
0.782,0.639,0.845,56,100.035,1
0.731,0.391,0.27,14,154.93,1
0.788,0.595,0.628,62,81.97,1
0.924,0.622,0.74,71,130.063,1
0.81,0.833,0.907,63,138.955,1
0.602,0.751,0.934,76,163.874,1
0.698,0.714,0.864,75,112.856,1
0.813,0.565,0.49,25,99.984,1
0.561,0.559,0.123,25,116.418,1
0.437,0.81,0.315,59,137.542,1
0.851,0.599,0.668,50,99.981,1
0.964,0.494,0.509,53,120.006,1
0.864,0.426,0.477,68,129.954,1
0.87,0.542,0.323,63,105.03,1
0.822,0.264,0.672,68,135.117,1
0.715,0.729,0.294,61,106.657,1
0.741,0.594,0.348,42,84.493,1
0.812,0.681,0.451,65,96.516,1
0.804,0.485,0.474,55,92.015,1
0.914,0.463,0.824,31,105.02,1
0.753,0.572,0.752,73,200.007,1
0.797,0.493,0.327,67,90.843,1
0.816,0.613,0.514,53,146.003,1
0.762,0.813,0.6,65,108.934,1
0.742,0.432,0.252,16,148.005,1
0.759,0.366,0.319,61,116.008,1
0.68,0.674,0.285,53,89.958,1
0.77,0.55,0.421,50,159.911,1
0.74,0.595,0.316,10,131.96,1
0.817,0.523,0.428,61,116.127,1
0.732,0.605,0.143,13,115.942,1
0.871,0.636,0.464,66,130.051,1
0.738,0.62,0.204,60,115.031,1
0.767,0.441,0.151,55,129.929,1
0.811,0.532,0.569,57,140.01,1
0.557,0.656,0.475,48,130.071,1
0.904,0.63,0.716,58,124.975,1
0.421,0.423,0.162,44,183.932,1
0.841,0.629,0.676,65,143.949,1
0.681,0.454,0.12,46,139.923,1
0.83,0.366,0.247,45,140.079,1
0.586,0.537,0.0994,34,139.997,1
0.691,0.561,0.182,31,124.988,1
0.796,0.814,0.52,32,125.589,1
0.703,0.553,0.132,48,75.821,1
0.631,0.405,0.165,39,109.986,1
0.639,0.529,0.18,56,128.126,1
0.633,0.454,0.285,28,160.131,1
0.564,0.533,0.254,40,129.369,1
0.68,0.471,0.146,33,116.117,1
0.74,0.526,0.464,20,159.971,1
0.637,0.656,0.582,64,139.964,1
0.774,0.59,0.379,35,134.996,1
0.832,0.551,0.632,59,159.975,1
0.906,0.672,0.793,74,105.977,1
0.824,0.377,0.403,68,85.014,1
0.916,0.505,0.599,66,123.963,1
0.884,0.535,0.397,61,94.956,1
0.652,0.71,0.539,59,172.091,1
0.758,0.699,0.594,68,90.013,1
0.739,0.663,0.368,66,180.025,1
0.829,0.723,0.721,66,92.956,1
0.877,0.619,0.222,59,138.109,1
0.882,0.695,0.97,64,127.988,1
0.77,0.553,0.41,64,155.025,1
0.746,0.682,0.805,64,173.903,1
0.622,0.503,0.314,58,136.048,1
0.823,0.552,0.418,81,124.038,1
0.842,0.547,0.435,32,89.989,1
0.512,0.623,0.219,79,112.15,1
0.857,0.583,0.443,68,132.01,1
0.97,0.463,0.46,79,108.003,1
0.894,0.511,0.568,80,120.08,1
0.957,0.767,0.577,70,110.508,1
0.808,0.907,0.721,62,158.994,1
0.868,0.661,0.482,66,165.02,1
0.851,0.85,0.642,66,99.975,1
0.852,0.432,0.258,74,140.042,1
0.581,0.662,0.434,85,93.023,1
0.936,0.559,0.517,67,112.339,1
0.837,0.636,0.274,81,145.972,1
0.833,0.539,0.385,44,99.947,1
0.913,0.498,0.217,63,123.975,1
0.871,0.552,0.27,62,141.973,1
0.765,0.704,0.498,76,147.055,1
0.89,0.504,0.222,66,129.969,1
0.841,0.728,0.43,86,130.049,1
0.656,0.542,0.551,80,166.111,1
0.846,0.651,0.581,63,140.048,1
0.86,0.561,0.354,62,152.984,1
0.817,0.587,0.352,65,140.062,1
0.964,0.487,0.107,77,127.05,1
0.89,0.607,0.224,72,134.022,1
0.763,0.598,0.182,15,140.987,1
0.713,0.62,0.206,72,130.09,1
0.889,0.385,0.235,69,125.995,1
0.886,0.629,0.487,63,158.002,1
0.9,0.653,0.399,12,112.503,1
0.922,0.581,0.595,79,140.022,1
0.853,0.688,0.565,56,150.012,1
0.749,0.809,0.311,43,147.992,1
0.711,0.663,0.214,55,121.112,1
0.416,0.995,0.33,58,112.014,2
0.375,0.973,0.218,60,150.636,2
0.4,0.992,0.243,61,149.41,2
0.487,0.94,0.576,59,106.092,2
0.441,0.935,0.308,57,103.467,2
0.615,0.831,0.914,48,135.114,2
0.35,0.974,0.119,53,98.354,2
0.298,0.92,0.388,51,179.953,2
0.34,0.984,0.613,49,187.766,2
0.331,0.965,0.342,49,176.988,2
0.308,0.996,0.375,46,181.331,2
0.517,0.97,0.601,49,134.336,2
0.466,0.991,0.205,47,137.595,2
0.445,0.922,0.449,52,129.502,2
0.263,0.442,0.133,58,92.179,2
0.252,0.973,0.347,35,159.054,2
0.271,0.891,0.365,50,147.509,2
0.235,0.929,0.411,50,134.186,2
0.369,0.921,0.245,44,124.689,2
0.65,0.438,0.393,61,122.009,2
0.688,0.437,0.557,40,80.173,2
0.744,0.51,0.904,40,92.939,2
0.515,0.437,0.183,35,163.453,2
0.781,0.484,0.788,41,100.066,2
0.614,0.399,0.352,36,80.091,2
0.639,0.376,0.336,35,126.998,2
0.575,0.473,0.569,42,164.018,2
0.584,0.507,0.253,37,142.019,2
0.58,0.417,0.12,34,120.9,2
0.566,0.705,0.781,52,168.152,2
0.489,0.389,0.254,66,131.366,2
0.544,0.352,0.206,45,74.163,2
0.643,0.633,0.228,48,115.246,2
0.902,0.534,0.917,44,118.766,2
0.613,0.0609,0.156,50,80.988,2
0.409,0.833,0.428,59,132.233,2
0.64,0.269,0.178,53,112.801,2
0.497,0.616,0.622,29,113.237,2
0.545,0.608,0.681,47,165.617,2
0.676,0.703,0.853,33,125.262,2
0.613,0.704,0.746,44,113.154,2
0.761,0.482,0.626,51,88.054,2
0.532,0.347,0.426,53,135.935,2
0.576,0.672,0.507,45,181.116,2
0.625,0.934,0.142,50,119.933,2
0.712,0.295,0.276,34,113.077,2
0.556,0.833,0.806,21,85.181,2
0.392,0.188,0.326,21,81.017,2
0.742,0.471,0.815,53,124.95,2
0.529,0.104,0.183,53,135.235,2
0.421,0.7,0.588,35,79.798,2
0.552,0.251,0.203,25,75.936,2
0.498,0.647,0.485,29,122.393,2
0.784,0.944,0.757,26,116.058,2
0.604,0.697,0.637,21,104.033,2
0.664,0.794,0.439,35,97.092,2
0.74,0.852,0.745,26,131.527,2
0.657,0.814,0.436,23,137.773,2
0.703,0.873,0.686,23,115.172,2
0.751,0.729,0.684,24,110.33,2
0.744,0.801,0.695,25,124.559,2
0.637,0.721,0.568,25,150.258,2
0.717,0.563,0.581,25,122.533,2
0.665,0.696,0.508,20,126.476,2
0.646,0.575,0.667,25,96.333,2
0.683,0.651,0.602,25,98.149,2
0.779,0.608,0.695,24,101.786,2
0.684,0.495,0.833,26,131.51,2
0.63,0.41,0.71,18,125.964,2
0.655,0.334,0.655,21,144.983,2
0.623,0.772,0.433,35,149.085,2
0.628,0.801,0.906,19,139.3,2
0.562,0.792,0.494,24,101.519,2
0.632,0.674,0.52,28,114.886,2
0.675,0.862,0.384,38,129.999,2
0.631,0.74,0.901,37,97.081,2
0.701,0.805,0.616,21,125.845,2
0.641,0.531,0.785,17,77.859,2
0.676,0.632,0.608,23,101.497,2
0.397,0.551,0.302,17,73.845,2
0.645,0.488,0.678,19,113.741,2
0.656,0.579,0.798,18,156.714,2
0.782,0.283,0.648,27,115.683,2
0.595,0.284,0.297,27,80.239,2
0.782,0.444,0.811,22,125.078,2
0.558,0.412,0.617,19,87.287,2
0.594,0.902,0.608,24,160.424,2
0.578,0.667,0.675,21,76.518,2
0.617,0.689,0.278,22,126.57,2
0.642,0.676,0.314,29,127.353,2
0.492,0.393,0.154,20,73.885,2
0.743,0.756,0.909,21,124.557,2
0.51,0.517,0.205,17,151.536,2
0.52,0.513,0.216,16,73.479,2
0.608,0.612,0.264,19,140.941,2
0.676,0.672,0.473,20,90.885,2
0.698,0.866,0.656,16,113.298,2
0.574,0.774,0.462,19,176.866,2
0.551,0.508,0.129,14,140.894,2
0.662,0.814,0.745,26,128.925,2
0.911,0.718,0.902,41,107.124,2
0.732,0.76,0.715,30,106.067,2
0.301,0.568,0.128,17,80.354,2
0.605,0.79,0.692,33,114.055,2
0.648,0.908,0.741,46,140.03,2
0.518,0.942,0.535,48,154.628,2
0.529,0.845,0.571,43,109.093,2
0.437,0.785,0.485,44,183.837,2
0.525,0.583,0.546,40,92.734,2
0.455,0.711,0.0819,40,94.972,2
0.516,0.837,0.461,37,112.972,2
0.596,0.925,0.616,38,137.919,2
0.588,0.65,0.183,49,117.999,2
0.429,0.689,0.21,48,101.875,2
0.467,0.531,0.353,55,187.252,2
0.61,0.85,0.604,60,132.174,2
0.364,0.45,0.14,69,94.188,2
0.545,0.797,0.852,60,100.464,2
0.378,0.759,0.379,47,117.553,2
0.477,0.744,0.667,51,130.56,2
0.327,0.979,0.873,50,169.012,2
0.654,0.243,0.675,45,97.064,2
0.321,0.204,0.439,50,121.805,2
0.568,0.721,0.344,38,120.095,2
0.425,0.752,0.354,44,136.482,2
0.419,0.397,0.0737,46,97.304,2
0.193,0.0867,0.0382,48,196.446,2
0.166,0.427,0.0623,46,174.859,2
0.388,0.924,0.415,33,108.175,2
0.372,0.429,0.333,42,116.64,2
0.359,0.55,0.074,45,97.963,2
0.428,0.436,0.159,46,117.649,2
0.564,0.888,0.526,37,91.989,2
0.467,0.841,0.565,27,78.061,2
0.579,0.928,0.786,31,118.84,2
0.379,0.789,0.53,38,173.143,2
0.389,0.916,0.582,30,205.733,2
0.65,0.921,0.648,48,119.8,2
0.497,0.726,0.735,34,136.792,2
0.329,0.676,0.529,55,78.217,2
0.608,0.787,0.474,55,113.796,2
0.618,0.764,0.876,26,81.366,2
0.698,0.912,0.797,37,124.916,2
0.612,0.6,0.471,68,111.203,2
0.422,0.411,0.393,49,82.737,2
0.76,0.781,0.882,33,104.775,2
0.727,0.559,0.393,61,105.06,2
0.514,0.38,0.175,31,124.053,2
0.674,0.609,0.443,30,114.753,2
0.796,0.629,0.55,38,117.499,2
0.613,0.912,0.732,47,131.962,2
0.315,0.428,0.449,37,177.105,2
0.506,0.663,0.324,25,143.477,2
0.845,0.686,0.977,36,122.208,2
0.563,0.419,0.22,22,72.233,2
0.732,0.893,0.654,42,125.487,2
0.814,0.474,0.956,54,101.241,2
0.582,0.748,0.433,46,115.13,2
0.673,0.286,0.199,57,120.117,2
0.286,0.473,0.449,65,99.233,2
0.699,0.696,0.673,58,135.027,2
0.502,0.305,0.248,65,131.242,2
0.39,0.313,0.157,34,80.521,2
0.63,0.611,0.275,38,103.043,2
0.578,0.477,0.511,60,95.892,2
0.698,0.774,0.731,64,133.197,2
0.632,0.718,0.743,37,98.279,2
0.674,0.31,0.56,43,155.656,2
0.449,0.424,0.259,62,125.493,2
0.659,0.878,0.843,60,131.037,2
0.46,0.498,0.403,36,144.149,2
0.754,0.854,0.761,55,113.908,2
0.878,0.84,0.882,63,116.222,2
0.563,0.476,0.432,53,121.67,2
0.627,0.455,0.858,42,181.498,2
0.62,0.688,0.793,46,112.122,2
0.496,0.911,0.778,24,179.025,2
0.716,0.552,0.483,24,110.791,2
0.759,0.578,0.944,68,105.598,2
0.531,0.696,0.628,26,141.373,2
0.617,0.773,0.794,34,121.675,2
0.79,0.443,0.646,43,98.043,2
0.729,0.798,0.565,39,102.108,2
0.582,0.689,0.531,66,111.166,2
0.506,0.764,0.868,58,156.336,2
0.578,0.286,0.16,43,80.975,2
0.697,0.665,0.485,20,108.535,2
0.656,0.347,0.368,57,118.288,2
0.63,0.909,0.811,56,115.189,2
0.669,0.435,0.302,47,103.548,2
0.545,0.682,0.713,63,102.702,2
0.441,0.413,0.412,47,63.751,2
0.346,0.379,0.478,59,154.01,2
0.84,0.625,0.669,34,139.344,2
0.617,0.187,0.326,55,133.216,2
0.432,0.595,0.416,31,77.033,2
0.295,0.536,0.204,48,82.658,2
0.382,0.605,0.147,38,141.065,2
0.477,0.227,0.151,30,128.711,2
0.477,0.479,0.662,65,122.531,2
0.267,0.722,0.347,49,184.093,2
0.384,0.817,0.686,47,128.429,2
0.373,0.661,0.43,41,130.449,2
0.585,0.567,0.564,59,106.127,2
0.68,0.53,0.352,60,124.551,2
0.519,0.604,0.768,35,153.644,2
0.49,0.585,0.352,29,125.315,2
0.49,0.7,0.527,34,147.954,2
0.267,0.387,0.0782,40,135.26,2
0.238,0.335,0.0948,37,129.989,2
0.403,0.603,0.657,39,150.017,2
0.168,0.749,0.131,32,167.986,2
0.456,0.776,0.223,54,174.261,2
0.393,0.462,0.26,17,150.04,2
0.382,0.353,0.287,34,84.429,2
0.437,0.554,0.145,30,144.974,2
0.59,0.59,0.0895,36,114.995,2
0.397,0.412,0.205,21,161.985,2
0.276,0.647,0.0648,31,96.091,2
0.67,0.617,0.738,32,118.073,2
0.562,0.288,0.114,21,130.081,2
0.29,0.498,0.474,10,89.504,2
0.409,0.739,0.111,41,81.923,2
0.403,0.453,0.28,32,74.939,2
0.427,0.721,0.567,10,82.502,2
0.432,0.849,0.324,39,146.038,2
0.511,0.563,0.192,18,128.036,2
0.431,0.466,0.243,13,148.177,2
0.289,0.141,0.109,30,145.003,2
0.192,0.585,0.0746,17,152.12,2
0.365,0.151,0.0948,28,123.586,2
0.498,0.845,0.137,51,95.175,2
0.353,0.33,0.29,38,130.989,2
0.405,0.736,0.5,33,131.133,2
0.566,0.521,0.468,48,129.167,2
0.33,0.469,0.433,69,201.327,2
0.191,0.615,0.301,44,165.464,2
0.412,0.376,0.153,51,69.064,2
0.549,0.722,0.716,74,103.885,2
0.525,0.929,0.556,65,163.503,2
0.219,0.928,0.446,52,197.462,2
0.488,0.754,0.664,63,88.369,2
0.831,0.514,0.397,70,114.94,2
0.355,0.724,0.426,40,176.002,2
0.535,0.651,0.612,21,117.218,2
0.491,0.867,0.602,34,167.965,2
0.591,0.804,0.658,61,111.457,2
0.71,0.763,0.508,16,115.579,2
0.499,0.502,0.0397,65,97.544,2
0.688,0.706,0.689,62,112.019,2
0.482,0.574,0.184,58,119.994,2
0.518,0.572,0.347,57,160.005,2
0.194,0.132,0.04,55,74.848,2
0.551,0.636,0.153,78,124.996,2
0.23,0.216,0.0618,63,92.022,2
0.507,0.317,0.201,36,74.98,2
0.595,0.638,0.51,37,122.005,2
0.201,0.327,0.0945,32,107.019,2
0.783,0.322,0.77,65,128.226,2
0.543,0.759,0.697,46,116.005,2
0.584,0.883,0.796,15,120.953,2
0.559,0.622,0.558,21,124.468,2
0.526,0.545,0.733,41,134.053,2
0.463,0.453,0.561,41,145.796,2
0.731,0.555,0.935,58,131.26,2
0.684,0.439,0.483,26,90.003,2
0.467,0.255,0.243,58,120.174,2
0.646,0.406,0.895,49,113.708,2
0.516,0.73,0.907,54,115.126,2
0.4,0.0897,0.24,45,70.387,2
0.551,0.362,0.632,34,105.848,2
0.61,0.297,0.543,30,99.96,2
0.629,0.801,0.805,28,95.245,2
0.523,0.341,0.355,62,77.487,2
0.755,0.869,0.782,37,138.896,2
0.683,0.529,0.791,48,130.409,2
0.59,0.338,0.322,28,110.581,2
0.562,0.258,0.604,33,81.942,2
0.517,0.717,0.767,38,136.731,2
0.707,0.906,0.97,53,112.837,2
0.553,0.328,0.345,50,103.472,2
0.463,0.484,0.513,55,77.521,2
0.644,0.281,0.916,13,176.565,2
0.585,0.924,0.904,31,131.769,2
0.539,0.62,0.568,27,144.363,2
0.628,0.603,0.951,55,120.782,2
0.431,0.543,0.44,51,77.507,2
0.668,0.76,0.61,61,114.378,2
0.833,0.806,0.841,33,112.23,2
0.411,0.845,0.391,48,132.876,2
0.606,0.71,0.795,46,106.918,2
0.518,0.385,0.712,62,86.604,2
0.412,0.473,0.676,10,124.411,2
0.637,0.189,0.695,54,120.142,2
0.506,0.41,0.616,29,122.866,2
0.557,0.798,0.609,47,134.801,2
0.791,0.734,0.962,71,105.854,2
0.742,0.674,0.964,53,116.53,2
0.63,0.357,0.683,14,104.965,2
0.475,0.561,0.51,19,125.034,2
0.256,0.335,0.415,60,198.745,2
0.49,0.679,0.506,71,167.046,2
0.675,0.479,0.454,76,81.998,2
0.748,0.786,0.917,59,104.833,2
0.587,0.648,0.502,57,100.062,2
0.599,0.785,0.52,76,140.046,2
0.398,0.547,0.305,61,73.396,2
0.509,0.774,0.0824,54,116.529,2
0.791,0.56,0.712,44,127.458,2
0.579,0.849,0.581,65,100.021,2
0.436,0.678,0.194,56,170.287,2
0.573,0.921,0.604,46,159.611,2
0.436,0.887,0.437,57,165.033,2
0.421,0.858,0.491,68,173.255,2
0.569,0.743,0.41,42,102.012,2
0.592,0.804,0.221,40,140.065,2
0.625,0.877,0.865,65,192.296,2
0.579,0.662,0.574,48,102.951,2
0.541,0.602,0.446,56,81.32,2
0.476,0.789,0.304,14,148.106,2
0.559,0.862,0.434,46,124.596,2
0.433,0.868,0.41,41,139.896,2
0.501,0.941,0.69,51,170.062,2
0.605,0.704,0.4,67,80.925,2
0.645,0.754,0.562,49,128.682,2
0.706,0.606,0.897,43,102.0,2
0.692,0.787,0.945,15,136.024,2
0.612,0.804,0.558,33,146.093,2
0.576,0.935,0.875,63,150.227,2
0.632,0.639,0.733,64,95.506,2
0.512,0.909,0.283,55,155.139,2
0.754,0.794,0.748,26,122.049,2
0.551,0.896,0.858,56,171.79,2
0.414,0.936,0.74,68,170.229,2
0.479,0.886,0.475,25,159.966,2
0.472,0.671,0.0681,12,82.952,2
0.397,0.942,0.356,55,158.99,2
0.44,0.498,0.157,11,77.368,2
0.591,0.223,0.215,28,72.988,2
0.367,0.959,0.103,51,125.939,2
0.61,0.82,0.67,40,87.996,2
0.672,0.918,0.588,38,125.011,2
0.325,0.757,0.384,35,126.891,2
0.464,0.703,0.588,25,165.828,2
0.53,0.782,0.717,47,93.105,2
0.689,0.849,0.839,30,102.013,2
0.431,0.95,0.56,69,191.936,2
0.362,0.91,0.597,54,104.043,2
0.56,0.969,0.585,45,123.954,2
0.298,0.807,0.463,38,142.799,2
0.719,0.703,0.522,47,116.0,2
0.577,0.623,0.715,32,129.605,2
0.407,0.308,0.153,54,73.254,2
0.758,0.815,0.901,40,105.991,2
0.897,0.695,0.965,43,101.089,2
0.596,0.726,0.367,35,130.063,2
0.582,0.507,0.217,61,83.019,2
0.249,0.804,0.389,55,155.066,2
0.409,0.898,0.551,36,147.97,2
0.748,0.735,0.854,65,150.04,2
0.528,0.831,0.632,63,131.094,2
0.529,0.967,0.596,72,140.127,2
0.624,0.552,0.139,48,75.0,2
0.795,0.505,0.961,26,109.889,2
0.354,0.917,0.414,40,175.133,2
0.334,0.941,0.282,51,168.032,2
0.364,0.912,0.201,47,160.008,2
0.35,0.961,0.34,48,187.966,2
0.554,0.752,0.694,47,87.985,2
0.532,0.852,0.583,42,79.986,2
0.394,0.989,0.248,38,163.134,2
0.724,0.745,0.528,53,97.963,2
0.406,0.481,0.235,42,112.264,2
0.571,0.875,0.447,51,92.505,2
0.36,0.983,0.279,61,182.058,2
0.467,0.946,0.581,49,158.011,2
0.31,0.634,0.171,42,134.865,2
0.558,0.914,0.711,54,94.975,2
0.442,0.736,0.597,42,134.21,2
0.339,0.286,0.192,42,93.013,2
0.35,0.845,0.421,37,135.252,2
0.3,0.547,0.247,35,95.663,2
0.217,0.784,0.27,35,79.181,2
0.406,0.57,0.642,34,142.792,2
0.469,0.935,0.6,33,115.75,2
0.328,0.723,0.749,34,144.832,2
0.367,0.747,0.583,33,115.08,2
0.415,0.0725,0.435,33,58.883,2
0.155,0.646,0.213,34,155.32,2
0.242,0.296,0.172,35,153.293,2
0.337,0.573,0.699,33,117.597,2
0.386,0.813,0.677,33,145.113,2
0.271,0.823,0.255,33,108.592,2
0.441,0.897,0.696,35,159.15,2
0.366,0.398,0.181,35,117.705,2
0.332,0.687,0.136,36,112.307,2
0.444,0.945,0.392,33,145.482,2
0.317,0.896,0.421,38,126.894,2
0.354,0.843,0.348,37,137.62,2
0.416,0.69,0.529,33,84.619,2
0.338,0.834,0.553,35,148.223,2
0.339,0.264,0.416,34,78.916,2
0.492,0.759,0.522,36,132.547,2
0.326,0.551,0.23,33,80.539,2
0.317,0.0455,0.571,32,107.711,2
0.614,0.84,0.961,32,126.343,2
0.702,0.641,0.863,32,118.486,2
0.461,0.533,0.371,30,77.031,2
0.41,0.575,0.503,34,132.074,2
0.645,0.557,0.703,45,131.885,2
0.292,0.803,0.41,47,143.856,2
0.312,0.862,0.579,44,118.816,2
0.459,0.699,0.798,47,167.491,2
0.395,0.446,0.18,46,140.558,2
0.329,0.179,0.255,53,154.175,2
0.488,0.409,0.542,44,183.614,2
0.17,0.293,0.24,45,117.483,2
0.234,0.213,0.0787,35,187.166,2
0.494,0.742,0.317,32,116.738,2
0.323,0.338,0.37,35,93.231,2
0.526,0.869,0.535,34,134.375,2
0.279,0.688,0.266,30,141.628,2
